IDREGISTRO;FECHA;VEHICULO;INDICE;ESTACION;TEMPERATURA;SOC;TENSION;CONSUMO
55761;2018-05-14 09:04:31.803;32;102;3719;21;89;2817;517759567
55762;2018-05-14 09:24:39.763;35;119;3720;22;93;2743;569671374
55763;2018-05-14 12:23:45.150;40;78;3720;0;34;2639;0
55764;2018-05-14 12:24:22.910;40;78;3720;0;34;2642;0
55765;2018-05-14 12:25:17.237;40;78;3721;0;34;2640;0
55766;2018-05-14 13:13:02.923;34;86;3719;21;89;2831;520993405
55767;2018-05-14 13:23:38.567;37;31;3718;23;89;2927;560272909
55768;2018-05-14 13:55:55.540;40;183;3716;22;89;2846;513931537
55769;2018-05-14 14:08:37.550;39;244;3719;16;60;2750;268248735
55770;2018-05-14 14:57:27.313;39;244;3719;21;88;2946;267130157
55771;2018-05-14 15:15:54.310;44;71;3718;22;89;2957;568531728
55772;2018-05-14 15:17:46.153;38;67;3716;18;69;2784;383662995
55773;2018-05-14 15:40:32.790;38;67;3716;20;79;2966;94788752
55774;2018-05-14 15:42:22.040;38;67;3716;21;80;2793;884410
55775;2018-05-14 15:55:13.170;41;218;3717;22;89;2800;576468214
55776;2018-05-14 16:16:04.033;33;193;0;21;89;2801;510425294
55777;2018-05-14 17:05:20.740;36;98;3718;23;89;2929;585409057
55778;2018-05-14 17:54:06.630;33;193;3718;20;89;2812;15035490
55779;2018-05-14 17:55:42.440;38;67;3716;21;89;2888;87276770
55780;2018-05-14 21:26:09.867;43;38;3716;13;40;2684;127088051
55781;2018-05-14 22:08:51.763;31;18;3719;24;89;3027;594973764
55782;2018-05-14 22:42:25.873;43;38;3716;22;89;3008;420923872
55783;2018-05-14 22:46:38.967;32;15;3717;23;89;2829;529639520
55784;2018-05-15 01:00:02.190;35;2;3716;22;89;2797;496645995
55785;2018-05-15 06:27:22.173;40;107;3716;24;89;2958;589737545
55786;2018-05-15 07:44:06.483;34;41;3718;0;31;2616;0
55787;2018-05-15 07:52:58.713;37;83;3719;25;89;2911;577511475
55788;2018-05-15 09:07:11.430;34;41;3718;23;89;2838;541947706
55789;2018-05-15 09:50:53.890;33;26;3716;22;89;2804;506977718
55790;2018-05-15 10:16:52.427;44;19;3719;24;89;2959;585738813
55791;2018-05-15 10:18:14.163;41;7;3720;23;89;2801;604038757
55792;2018-05-15 11:55:56.340;39;4;3719;23;89;2926;564626989
55793;2018-05-15 13:59:34.010;31;170;3719;15;39;2736;112630873
55794;2018-05-15 14:36:11.790;38;106;3716;22;88;2881;578539750
55795;2018-05-15 14:37:41.220;38;106;3716;21;88;2878;248371
55796;2018-05-15 15:21:06.517;31;170;3718;23;89;3016;481396392
55797;2018-05-15 15:32:44.583;35;84;3719;22;89;2800;490731726
55798;2018-05-15 15:37:21.997;36;104;3717;24;89;3033;598946701
55799;2018-05-15 16:37:50.727;43;248;3716;23;89;2933;553885137
55800;2018-05-15 18:00:02.430;32;102;3717;23;89;2861;537530369
55801;2018-05-15 21:24:44.103;40;239;3716;25;89;2985;621712797
55802;2018-05-16 00:39:07.920;37;195;3716;25;89;2972;591551631
55803;2018-05-16 05:15:55.740;41;54;3716;24;89;2816;605300341
55804;2018-05-16 06:19:49.500;33;48;3719;22;89;2796;542658699
55805;2018-05-16 06:56:56.770;44;187;3717;24;89;2980;620637867
55806;2018-05-16 08:00:14.860;39;167;3716;24;89;2926;575017581
55807;2018-05-16 08:51:48.620;35;141;3717;22;89;2816;494447095
55808;2018-05-16 09:09:11.417;42;87;3719;23;89;2797;619814405
55809;2018-05-16 11:07:33.790;34;215;3716;24;89;2828;563589641
55810;2018-05-16 12:10:30.010;36;88;3719;23;89;2833;606892234
55811;2018-05-16 12:50:02.283;31;52;3718;24;89;3023;607986693
55812;2018-05-16 12:52:04.450;43;62;3716;23;89;2977;552596662
55813;2018-05-16 14:13:38.127;32;200;3719;22;89;2929;528748759
55814;2018-05-16 17:44:32.847;38;135;3716;21;92;2731;536513469
55815;2018-05-16 21:01:01.320;33;19;3716;23;89;2811;507154449
55816;2018-05-16 21:21:15.477;37;192;3717;24;89;2822;582919174
55817;2018-05-16 22:27:12.120;40;73;3719;25;89;3007;657282700
55818;2018-05-16 23:20:00.253;41;218;3716;24;89;2841;620939864
55819;2018-05-17 05:29:02.070;35;255;3718;22;89;2826;488234174
55820;2018-05-17 05:36:43.890;44;66;3719;24;93;2742;638851533
55821;2018-05-17 06:00:14.023;42;185;3719;0;33;2612;0
55822;2018-05-17 06:00:41.917;42;185;3719;0;33;2609;0
55823;2018-05-17 06:07:55.347;34;73;3720;23;89;2862;549776963
55824;2018-05-17 07:44:13.423;39;21;3716;21;89;2778;508783206
55825;2018-05-17 09:22:35.790;43;50;3719;23;89;2919;554142562
55826;2018-05-17 09:50:20.910;32;30;3716;23;89;2934;551897334
55827;2018-05-17 12:02:17.347;31;166;3716;23;89;2821;599224836
55828;2018-05-17 14:25:03.723;33;85;3719;22;89;2834;514156751
55829;2018-05-17 15:00:49.770;38;146;3716;21;89;2783;532447973
55830;2018-05-17 15:54:07.053;36;13;3719;21;89;2784;558880615
55831;2018-05-17 16:34:14.923;40;14;3717;0;100;2756;0
55832;2018-05-17 17:23:35.260;37;28;3718;25;89;3016;225806786
55833;2018-05-17 18:13:41.367;35;248;3719;23;89;2835;499118492
55834;2018-05-17 20:00:54.690;39;27;3716;22;89;2781;501739648
55835;2018-05-18 03:34:29.980;34;33;0;24;89;2870;650616354
55836;2018-05-18 05:34:49.433;44;145;3719;22;89;2791;555724839
55837;2018-05-18 05:42:25.843;43;133;3717;24;89;3047;567351968
55838;2018-05-18 07:07:44.790;34;33;3717;21;89;2960;30293570
55839;2018-05-18 09:33:02.313;32;204;3716;23;89;2947;599220443
55840;2018-05-18 10:58:55.413;33;28;3716;20;73;2754;356405028
55841;2018-05-18 11:05:12.420;38;50;3719;18;60;2740;270680469
55842;2018-05-18 12:12:28.733;35;107;3721;22;89;2873;480186482
55843;2018-05-18 12:15:42.190;40;119;3716;21;89;2782;506870078
55844;2018-05-18 12:53:19.870;37;118;3719;24;89;2979;571161885
55845;2018-05-18 13:05:47.320;41;69;3718;24;89;2904;613799804
55846;2018-05-18 13:17:10.283;31;48;3717;22;89;2916;607414443
55847;2018-05-18 18:48:14.407;39;181;3716;22;89;2791;519790864
55848;2018-05-18 21:05:51.003;38;61;3719;23;89;2800;553286229
55849;2018-05-19 01:26:45.207;44;112;3716;23;89;2790;602818719
55850;2018-05-19 04:33:22.167;34;135;3717;23;89;2913;589951952
55851;2018-05-19 06:20:36.697;32;253;3716;24;89;2861;574605290
55852;2018-05-21 02:50:07.263;36;56;3719;23;89;2959;622860634
55853;2018-05-21 07:47:52.600;33;92;3719;21;89;2836;522108021
55854;2018-05-21 08:00:37.980;40;126;3718;21;89;2810;539935939
55855;2018-05-21 09:46:50.457;35;2;3717;21;89;2861;491125625
55856;2018-05-21 10:04:59.903;37;248;3716;22;89;2913;557873513
55857;2018-05-21 10:57:18.713;43;70;3718;22;89;3006;587176944
55858;2018-05-21 12:44:19.080;41;147;3719;23;89;2913;599680691
55859;2018-05-21 13:41:54.120;39;108;3718;21;89;2781;490053765
55860;2018-05-21 13:47:13.170;31;163;3717;21;90;2918;573506145
55861;2018-05-21 16:48:22.787;42;171;3719;0;33;2616;0
55862;2018-05-21 16:48:47.120;42;171;3719;0;33;2614;0
55863;2018-05-21 16:49:14.873;42;171;3719;0;33;2588;0
55864;2018-05-21 16:49:40.833;42;171;3719;0;33;2612;0
55865;2018-05-21 16:50:09.417;42;171;3719;0;33;2591;0
55866;2018-05-21 16:50:38.290;42;171;3719;0;33;2594;0
55867;2018-05-21 17:03:45.953;42;219;3719;0;33;2613;0
55868;2018-05-21 17:24:49.437;32;85;3716;23;89;2962;559867148
55869;2018-05-21 17:37:54.293;42;220;3718;0;33;2620;0
55870;2018-05-21 18:24:23.413;44;212;3717;22;89;2991;560922666
55871;2018-05-21 19:18:14.073;42;220;3718;24;89;2797;629151673
55872;2018-05-21 22:06:06.183;38;186;3719;22;89;2910;541784142
55873;2018-05-21 22:12:38.853;40;173;3718;23;89;2868;546229538
55874;2018-05-22 00:13:56.550;33;151;3719;23;89;2880;535162329
55875;2018-05-22 03:26:32.770;34;247;3716;22;89;2940;559458369
55876;2018-05-22 03:54:08.960;39;40;3717;23;89;2794;515795158
55877;2018-05-22 04:24:30.660;35;83;3718;23;89;2832;560312295
55878;2018-05-22 04:28:51.193;36;105;3719;24;89;2979;635031494
55879;2018-05-22 06:52:00.727;43;183;3716;24;89;2837;589234364
55880;2018-05-22 08:39:42.457;37;124;3717;25;89;2974;636477720
55881;2018-05-22 12:14:53.380;44;47;3716;24;89;2966;573480766
55882;2018-05-22 13:30:16.933;42;98;3717;25;89;2790;626557573
55883;2018-05-22 13:37:20.723;41;239;3719;23;89;2913;606958210
55884;2018-05-22 14:39:52.277;40;81;3718;23;89;2820;563015191
55885;2018-05-22 15:50:53.050;31;152;3716;22;89;2777;572967380
55886;2018-05-22 16:59:55.760;33;10;3717;23;89;2950;527388409
55887;2018-05-22 17:08:20.040;38;124;3718;23;89;2948;555871893
55888;2018-05-22 18:10:44.003;34;219;3719;24;89;2894;565632373
55889;2018-05-22 18:59:47.643;39;54;0;22;89;2768;510284907
55890;2018-05-22 22:01:01.723;36;243;3719;25;89;2850;604529471
55891;2018-05-23 05:07:08.700;43;127;3716;23;89;2789;547392066
55892;2018-05-23 05:13:07.023;35;211;3718;0;34;2602;0
55893;2018-05-23 05:21:29.683;32;50;3717;22;89;3016;565253036
55894;2018-05-23 05:28:16.483;35;70;3717;0;34;2608;0
55895;2018-05-23 05:49:27.823;37;147;3719;25;89;3007;596396190
55896;2018-05-23 06:47:41.320;35;70;3717;23;89;2869;504474918
55897;2018-05-23 09:52:07.297;40;29;3716;24;89;2927;584336956
55898;2018-05-23 10:00:42.233;42;46;3717;24;89;2888;618088261
55899;2018-05-23 10:38:14.033;41;139;3719;24;89;2917;613477692
55900;2018-05-23 11:18:45.597;33;218;3716;23;89;2960;528119800
55901;2018-05-23 12:27:24.753;44;103;3719;23;89;2790;570360992
55902;2018-05-23 12:35:05.330;31;152;3721;23;89;2805;585965214
55903;2018-05-23 13:13:22.377;34;206;3716;24;89;2960;569776171
55904;2018-05-23 13:17:37.510;38;165;3717;24;89;3021;575221406
55905;2018-05-23 15:13:11.337;39;16;3716;23;89;2781;526612183
55906;2018-05-23 16:44:08.727;36;49;3719;25;89;2816;630580952
55907;2018-05-23 19:48:31.177;35;63;3716;23;89;2915;499103349
55908;2018-05-23 21:26:25.963;32;158;3719;25;89;2972;594308449
55909;2018-05-24 01:42:53.480;37;104;3717;24;89;2852;593121383
55910;2018-05-24 09:06:39.393;43;185;3716;24;89;2782;630378664
55911;2018-05-24 10:22:30.673;44;138;0;0;34;2613;0
55912;2018-05-24 11:02:11.607;33;255;3716;23;89;2990;543738599
55913;2018-05-24 11:06:28.087;31;176;3718;0;34;2609;0
55914;2018-05-24 11:36:00.707;34;82;3717;24;89;2918;568297547
55915;2018-05-24 11:58:21.733;42;25;3718;0;34;2605;0
55916;2018-05-24 12:10:30.253;44;186;3719;24;89;2911;593440360
55917;2018-05-24 12:34:16.660;42;206;3719;0;34;2615;0
55918;2018-05-24 12:39:15.317;38;204;3720;23;89;2956;576109780
55919;2018-05-24 12:46:52.250;31;79;3716;23;89;2914;598399328
55920;2018-05-24 13:02:26.083;40;14;3717;21;89;2762;538217427
55921;2018-05-24 14:41:26.980;35;162;3716;23;89;2965;498343524
55922;2018-05-24 14:55:07.817;39;196;3717;22;89;2788;520881392
55923;2018-05-24 16:54:05.337;36;240;3719;24;89;2910;629892737
55924;2018-05-24 17:59:43.663;32;161;3720;24;89;3009;580889888
55925;2018-05-24 22:20:35.803;42;177;3717;0;31;2592;0
55926;2018-05-24 22:47:16.120;41;138;3716;22;89;2781;581047936
55927;2018-05-25 00:04:26.657;42;177;3717;25;89;2752;710147035
55928;2018-05-25 01:08:35.320;43;69;3716;24;89;2799;540745875
55929;2018-05-25 01:33:23.113;37;8;0;24;89;2825;613720312
55930;2018-05-25 06:35:15.423;33;246;3716;24;89;2802;544705103
55931;2018-05-25 06:57:26.513;34;73;3717;24;89;2957;588090797
55932;2018-05-25 07:26:00.390;44;12;0;0;34;2617;0
55933;2018-05-25 07:26:05.857;37;8;0;0;95;2665;0
55934;2018-05-25 07:26:26.077;37;8;0;0;95;2664;0
55935;2018-05-25 07:26:33.930;37;8;0;0;95;2664;0
55936;2018-05-25 07:27:08.037;37;8;3719;0;95;2664;0
55937;2018-05-25 07:27:09.587;37;8;3719;0;95;2664;0
55938;2018-05-25 08:20:05.283;31;233;3716;22;89;2773;537594946
55939;2018-05-25 08:24:22.607;35;209;3717;22;89;2972;505129468
55940;2018-05-25 09:33:24.477;44;12;3719;23;89;2794;588631432
55941;2018-05-25 10:00:46.040;40;91;0;0;33;2593;0
55942;2018-05-25 10:44:35.750;39;145;3717;22;89;2792;511238464
55943;2018-05-25 10:46:44.937;38;176;3716;23;89;2795;567174804
55944;2018-05-25 10:50:54.377;40;52;0;0;33;2577;0
55945;2018-05-25 11:06:41.267;36;208;0;16;34;2646;99901142
55946;2018-05-25 11:52:39.230;32;72;3719;25;89;3012;585714422
55947;2018-05-25 12:11:56.573;40;234;3717;22;89;2800;534064257
55948;2018-05-25 12:41:56.963;36;8;3716;24;92;2752;487795912
55949;2018-05-25 15:49:26.450;42;166;0;0;34;2617;0
55950;2018-05-25 17:17:56.963;42;168;3717;24;89;2806;602975334
55951;2018-05-25 17:24:13.887;41;202;3719;23;89;2824;538569608
55952;2018-05-25 21:36:19.663;43;151;3716;23;89;2832;525399550
55953;2018-05-26 04:36:42.890;35;191;3717;23;89;2963;558739248
55954;2018-05-26 09:40:12.870;31;90;3718;0;31;2582;0
55955;2018-05-26 09:40:47.827;31;90;3718;0;30;2587;0
55956;2018-05-26 09:43:56.443;31;241;3719;0;29;2583;0
55957;2018-05-26 11:05:56.460;34;168;3718;0;33;2597;0
55958;2018-05-26 11:18:37.647;31;241;3716;23;89;2757;637955184
55959;2018-05-26 11:31:59.657;37;75;3717;23;89;2791;584004586
55960;2018-05-26 11:43:33.530;34;168;0;15;35;2687;110590633
55961;2018-05-26 11:46:46.167;34;168;3716;16;36;2728;8585584
55962;2018-05-26 13:11:36.340;34;168;3716;25;89;2983;502977869
55963;2018-05-26 14:56:51.237;40;226;3719;25;100;2911;659369209
55964;2018-05-26 15:08:08.847;31;95;3717;25;100;2918;192262061
55965;2018-05-26 18:03:33.810;42;5;3716;20;100;2909;394483110
55966;2018-05-26 21:13:04.730;43;26;3719;21;100;2913;398509714
55967;2018-05-27 04:49:50.633;36;72;3719;23;100;2913;620843761
55968;2018-05-28 01:49:41.127;44;64;0;0;32;2583;0
55969;2018-05-28 03:43:06.587;34;107;3717;22;100;2927;530765550
55970;2018-05-28 04:01:01.420;35;80;3716;23;100;2913;562625967
55971;2018-05-28 04:35:11.770;38;123;3719;23;89;2845;620072430
55972;2018-05-28 06:38:53.813;33;246;3719;22;89;3015;562965420
55973;2018-05-28 08:01:53.333;44;179;3717;24;89;2919;690253137
55974;2018-05-28 08:43:02.210;39;226;3716;20;89;2805;510966046
55975;2018-05-28 09:49:15.497;32;241;3718;0;34;2612;0
55976;2018-05-28 11:33:33.743;32;241;3717;22;89;3005;566825866
55977;2018-05-28 11:52:06.450;40;136;3716;22;89;2814;566440467
55978;2018-05-28 13:07:22.363;37;133;3719;26;100;2914;712472413
55979;2018-05-28 14:22:44.250;43;122;3716;21;89;2784;528301574
55980;2018-05-28 16:22:59.970;42;75;3716;24;89;2764;609621425
55981;2018-05-28 16:32:32.970;36;196;3717;22;89;2787;576541244
55982;2018-05-29 00:11:43.490;35;221;3718;0;33;2612;0
55983;2018-05-29 00:16:09.057;35;221;3718;0;33;2612;0
55984;2018-05-29 00:20:13.613;34;165;3716;23;89;2792;558369993
55985;2018-05-29 00:41:00.817;34;165;0;23;89;2735;5130589
55986;2018-05-29 01:09:32.603;33;55;3719;24;89;2867;548203466
55987;2018-05-29 01:19:23.280;31;209;3717;22;89;2804;601591987
55988;2018-05-29 01:56:40.537;35;221;0;22;89;2784;519498997
55989;2018-05-29 06:46:41.953;39;168;3717;23;89;2793;539727837
55990;2018-05-29 06:58:07.077;41;95;3719;22;89;2809;582561678
55991;2018-05-29 12:38:50.247;32;184;3716;22;92;2730;548079427
55992;2018-05-29 12:50:53.200;42;92;3719;0;34;2618;0
55993;2018-05-29 12:51:19.373;42;92;3719;0;34;2616;0
55994;2018-05-29 13:34:37.027;42;71;3719;0;34;2618;0
55995;2018-05-29 15:03:14.267;36;62;3716;24;89;2895;597382912
55996;2018-05-29 15:09:35.520;42;142;3717;24;89;2817;613033780
55997;2018-05-29 15:09:52.867;37;69;3719;23;89;2782;576842463
55998;2018-05-29 19:45:15.583;33;77;3719;24;89;3009;546601859
55999;2018-05-29 19:46:10.847;31;252;3720;23;89;2946;593252227
56000;2018-05-29 20:23:42.883;34;134;3718;0;34;2606;0
56001;2018-05-29 20:42:00.750;39;223;3717;21;75;2750;389168585
56002;2018-05-29 21:45:04.030;35;118;3719;23;89;2829;522467861
56003;2018-05-29 21:49:23.940;34;12;3716;24;89;2831;561543144
56004;2018-05-29 22:10:01.487;43;60;3717;21;89;2896;525801327
56005;2018-05-30 03:01:12.870;32;4;3716;23;89;2768;486527974
56006;2018-05-30 08:48:36.707;37;161;3716;24;89;2883;589811882
56007;2018-05-30 09:05:23.727;42;236;3717;24;89;2941;600715517
56008;2018-05-30 09:12:36.740;36;64;3719;24;89;2963;622035585
56009;2018-05-30 09:28:28.400;41;204;3720;24;89;2928;573561701
56010;2018-05-30 10:33:43.660;39;135;3717;23;89;2800;541718416
56011;2018-05-30 11:28:11.197;33;116;3716;24;92;2724;543950952
56012;2018-05-30 12:50:00.337;35;191;0;0;34;2615;0
56013;2018-05-30 12:50:31.817;31;49;0;0;34;2619;0
56014;2018-05-30 13:36:02.780;34;63;3717;23;89;2852;558780287
56015;2018-05-30 13:39:03.850;38;115;3716;23;89;2911;551063650
56016;2018-05-30 13:51:30.050;43;59;3721;0;34;2627;0
56017;2018-05-30 13:52:15.827;43;59;3720;0;34;2624;0
56018;2018-05-30 13:56:31.963;35;191;0;17;58;2678;228643484
56019;2018-05-30 14:24:21.123;31;49;0;24;89;3019;605170766
56020;2018-05-30 14:41:41.000;35;191;3716;22;89;2956;278482551
56021;2018-05-30 15:16:32.223;43;40;0;23;89;2894;523592299
56022;2018-05-30 15:38:07.933;32;100;3719;23;89;2763;487525677
56023;2018-05-30 21:34:43.450;43;40;0;0;94;2665;0
56024;2018-05-30 21:34:53.367;43;40;0;0;94;2664;0
56025;2018-05-30 21:35:09.440;43;40;3717;0;94;2664;0
56026;2018-05-31 00:16:02.543;41;158;3716;25;89;2915;566971130
56027;2018-05-31 06:13:19.723;39;14;3716;0;31;2616;0
56028;2018-05-31 07:36:33.403;39;14;0;23;89;2794;540247426
56029;2018-05-31 08:41:51.043;36;244;3716;25;89;2804;641039506
56030;2018-05-31 09:49:00.067;33;18;0;22;89;2774;500229136
56031;2018-05-31 10:27:53.313;34;218;0;24;89;2908;555997584
56032;2018-05-31 11:21:08.850;38;142;3717;23;89;2989;550912396
56033;2018-05-31 11:28:03.800;32;26;3719;22;89;2782;474861426
56034;2018-05-31 12:05:13.687;35;73;3716;21;89;2777;462307626
56035;2018-05-31 15:15:53.430;43;217;3719;22;89;2772;499277187
56036;2018-05-31 15:23:57.843;31;81;3718;14;35;2668;84844918
56037;2018-05-31 18:11:48.690;42;211;3720;0;32;2610;0
56038;2018-05-31 18:12:37.667;37;191;3719;21;70;2751;391318182
56039;2018-05-31 18:12:55.390;41;48;3716;23;85;2867;522497569
56040;2018-05-31 19:29:22.973;31;144;3717;24;89;3036;612264722
56041;2018-05-31 20:49:31.350;42;6;3719;22;89;2898;608072162
56042;2018-05-31 22:57:02.650;39;29;3716;23;89;2836;536826462
56043;2018-05-31 23:05:35.440;33;166;3719;23;89;2775;489477174
56044;2018-05-31 23:10:23.623;44;37;3718;22;92;2928;588021709
56045;2018-06-01 02:22:10.383;32;158;3716;23;89;2784;497403682
56046;2018-06-01 03:35:42.707;34;183;3717;23;89;2773;520785737
56047;2018-06-01 05:22:16.607;38;175;3719;23;89;2944;556751160
56048;2018-06-01 06:39:57.133;35;140;3717;22;89;2785;489365430
56049;2018-06-01 08:34:12.143;36;180;3716;24;89;2905;643008110
56050;2018-06-01 09:18:20.973;43;79;3717;21;89;2782;510228674
56051;2018-06-01 09:22:01.653;37;38;3719;25;89;2912;585884434
56052;2018-06-01 11:54:06.987;41;86;3716;24;93;2727;550404602
56053;2018-06-01 14:05:55.010;39;221;3718;0;34;2606;0
56054;2018-06-01 15:37:08.987;32;23;3720;23;89;2786;491289553
56055;2018-06-01 15:57:04.523;39;251;3717;23;89;2856;540157643
56056;2018-06-01 17:03:58.727;42;188;3719;23;89;2896;605970776
56057;2018-06-01 17:12:16.877;34;179;3718;22;89;2753;511843849
56058;2018-06-01 19:23:04.720;33;253;3719;22;89;2791;477278967
56059;2018-06-01 20:38:10.590;44;212;3716;22;89;2792;571999098
56060;2018-06-01 21:41:32.687;38;214;3719;14;34;2689;65717084
56061;2018-06-01 21:42:03.770;35;232;3718;0;33;2594;0
56062;2018-06-01 21:42:50.550;35;232;3718;0;33;2599;0
56063;2018-06-01 23:13:52.530;38;214;3719;24;89;2880;499521476
56064;2018-06-02 03:34:54.717;37;173;3717;25;89;3031;617640403
56065;2018-06-02 04:25:08.997;36;158;3716;24;91;2832;610171061
56066;2018-06-02 09:21:02.913;35;93;0;0;33;2591;0
56067;2018-06-02 09:22:02.867;35;93;0;0;33;2590;0
56068;2018-06-02 09:25:46.660;41;73;0;0;34;2591;0
56069;2018-06-02 10:42:13.540;41;73;0;22;89;2769;524219852
56070;2018-06-02 10:47:04.030;35;93;0;23;89;2791;546007041
56071;2018-06-02 12:45:19.127;31;139;0;20;92;2832;506002540
56072;2018-06-04 02:49:10.480;40;53;3716;24;89;2901;673568850
56073;2018-06-04 03:22:52.240;35;93;3717;24;100;2918;554209279
56074;2018-06-04 07:01:00.987;33;176;3718;0;33;2558;0
56075;2018-06-04 07:02:46.850;34;199;3719;21;89;2772;545299859
56076;2018-06-04 08:22:10.693;33;176;3717;21;89;2796;486554625
56077;2018-06-04 09:21:44.520;39;220;3716;21;89;2890;533409079
56078;2018-06-04 12:04:15.587;43;200;3717;20;89;2797;496895851
56079;2018-06-04 12:40:16.050;38;8;3719;21;89;2784;544624098
56080;2018-06-04 13:24:33.050;31;175;3718;0;34;2613;0
56081;2018-06-04 13:24:53.600;31;175;3718;0;34;2612;0
56082;2018-06-04 13:25:17.163;31;175;3718;0;34;2614;0
56083;2018-06-04 13:25:30.097;31;175;3718;0;34;2614;0
56084;2018-06-04 13:26:03.970;31;175;3718;0;34;2613;0
56085;2018-06-04 13:26:32.107;41;22;3716;25;99;2912;701793649
56086;2018-06-04 14:02:44.543;42;57;3717;22;89;2760;598925390
56087;2018-06-04 14:25:12.567;44;26;3719;22;89;2939;576340655
56088;2018-06-04 20:51:05.227;34;142;3717;22;89;2778;518745659
56089;2018-06-04 21:06:45.827;37;192;3716;23;89;2970;577176937
56090;2018-06-04 21:07:24.307;35;224;3719;21;89;2782;501452978
56091;2018-06-04 22:13:38.757;33;95;3721;22;89;2786;484867568
56092;2018-06-05 00:04:14.850;40;228;3716;21;89;2793;534903225
56093;2018-06-05 05:35:16.563;36;209;3719;22;89;2798;602925512
56094;2018-06-05 06:17:23.767;39;243;0;22;89;2891;558794199
56095;2018-06-05 06:41:49.297;32;14;0;21;89;2762;648547232
56096;2018-06-05 06:45:45.313;43;138;3717;22;89;2797;505381134
56097;2018-06-05 09:04:43.773;42;197;3719;24;89;2817;592262525
56098;2018-06-05 10:26:38.067;38;90;3717;0;34;2619;0
56099;2018-06-05 12:09:47.883;34;55;3718;0;34;2588;0
56100;2018-06-05 12:50:51.493;38;90;3717;23;89;2837;564432642
56101;2018-06-05 13:30:56.247;34;196;3719;23;89;2780;532090067
56102;2018-06-05 14:51:04.820;35;46;3718;21;89;2774;509271816
56103;2018-06-05 14:57:38.823;41;168;3716;25;100;2816;661414438
56104;2018-06-05 15:01:36.057;33;9;3719;22;89;2800;481717574
56105;2018-06-05 15:30:43.377;37;20;0;0;34;2609;0
56106;2018-06-05 17:17:13.883;40;3;3719;23;89;2825;563851446
56107;2018-06-05 17:23:37.543;37;36;3716;25;89;2993;597282386
56108;2018-06-05 19:26:49.937;31;102;0;24;100;2917;696853349
56109;2018-06-05 20:43:01.610;36;120;3716;24;89;2819;605613477
56110;2018-06-05 22:35:51.797;39;20;3716;23;89;2941;552779891
57092;2018-06-06 00:02:23.257;43;113;3716;23;89;2788;552787662
57093;2018-06-06 01:12:11.107;32;77;3719;22;89;2788;516840657
57094;2018-06-06 07:37:50.450;35;234;3718;0;34;2615;0
57095;2018-06-06 07:38:42.367;35;234;3718;0;34;2605;0
57096;2018-06-06 07:58:14.250;34;102;3719;22;89;2795;518295214
57097;2018-06-06 08:18:04.613;33;126;3716;23;89;2797;496397309
57098;2018-06-06 08:26:36.160;41;161;3717;23;89;2788;536048138
57099;2018-06-06 09:44:54.910;40;15;3719;23;89;2946;562546496
57100;2018-06-06 09:59:10.390;38;176;3720;22;92;2753;543668610
57101;2018-06-06 11:27:17.690;42;127;3718;17;51;2672;274089064
57102;2018-06-06 11:27:46.083;42;127;0;0;51;2666;0
57103;2018-06-06 11:28:08.060;42;127;0;0;51;2664;0
57104;2018-06-06 12:50:49.490;36;86;3716;0;33;2637;0
57105;2018-06-06 14:00:22.590;35;57;3718;0;33;2609;0
57106;2018-06-06 14:06:25.703;39;93;3717;23;88;2902;534796225
57107;2018-06-06 14:06:53.507;35;33;3718;0;33;2598;0
57108;2018-06-06 14:19:09.797;36;234;3719;24;89;2898;552866351
57109;2018-06-06 14:25:05.673;43;84;3716;23;89;2781;523110109
57110;2018-06-06 15:31:59.637;35;245;3717;23;89;2949;525074681
57111;2018-06-06 15:58:15.180;31;170;3716;0;34;2616;0
57112;2018-06-06 15:59:03.870;31;170;3716;0;34;2615;0
57113;2018-06-06 16:50:37.873;32;207;3719;23;89;2793;531351421
57114;2018-06-06 17:43:29.120;31;192;3716;0;34;2607;0
57115;2018-06-06 17:44:09.070;31;192;3716;0;34;2569;0
57116;2018-06-06 17:57:56.550;42;138;3719;22;74;2728;473218553
57117;2018-06-06 17:59:21.647;31;164;3719;0;32;2603;0
57118;2018-06-06 17:59:43.297;31;164;3719;0;32;2604;0
57119;2018-06-06 18:30:38.057;37;131;3718;0;31;2590;0
57120;2018-06-06 19:04:51.390;44;59;3717;23;89;2780;575137393
57121;2018-06-06 19:59:46.667;37;131;3716;22;89;2779;569052373
57122;2018-06-06 20:40:41.280;34;110;3717;22;89;2797;524489865
57123;2018-06-06 22:47:25.693;33;240;3717;22;89;2782;505295209
57124;2018-06-07 00:04:12.223;41;208;0;23;89;2801;546519872
57125;2018-06-07 02:57:24.533;40;48;3716;0;34;2607;0
57126;2018-06-07 03:00:59.233;40;48;3717;0;34;2611;0
57127;2018-06-07 05:08:04.367;38;118;0;21;89;2788;544815920
57128;2018-06-07 05:25:06.413;40;48;0;24;89;2895;597191230
57129;2018-06-07 07:11:30.873;40;48;3717;0;98;2671;0
57130;2018-06-07 07:12:57.053;38;118;3718;0;86;2654;0
57131;2018-06-07 07:17:23.633;38;118;3717;20;89;2788;20973094
57132;2018-06-07 08:15:46.317;35;192;3718;0;34;2609;0
57133;2018-06-07 08:17:05.860;35;192;3718;0;34;2612;0
57134;2018-06-07 08:31:46.770;43;53;3716;22;89;2783;527844144
